Failure Analysis Date,"Start Date
00:00:00","End Date
00:00:00",Analyzed by,SPOC Single Point of Contact,FWU Error Code,Server Serial No,From Bundle Version,Target Bundle Version,iLO version,Server Model,iSUT version,COM4VC version,"Upgrade type sequence (BMC, SUT, UEFI, Reset, Wait)","Failed Component details(Filename -> Component name -> From version -> To version)",Analysis details,Update Type,"Customer retry suceeded",Defect ID,Next action item,Product,Sub category,Broad Category (FWE-102),Region,Customer Name/Application Customer ID/Workspace ID
12/9/2025,12/7/2025,12/9/2025,Sharath,Ambika,PFWE-000,P46252-B21+CZUD3K02TJ,,"""bundle_id"": ""2172ff9f81b9426c8eef76b507eda722""",iLO 6 v1.69,Alletra Storage Server 4120,"""6.3.0.0",,,,"a5f2e24b-5684-49b5-bd38-69651d90e400

 {'message_id': 'PFWE-000', 'message_args': ['\n\n Unable to update firmware because server device discovery has not completed. Wait 15 minutes and then retry the firmware update. If issue persists, contact support by clicking the help icon in the header and then select Compute Ops Management - Create case (error code: PFWE-000).\n']} Error:: JobErrorException : PFWE-000 

'DeviceDiscoveryComplete': {'DeviceDiscovery': 'DataIncomplete', 'AMSDeviceDiscovery': 'Complete', 'ServerFirmwareInventoryComplete': False}",,No,,,,,,ccprodeuc1,bfe66654cc4e11f0ba681a5757d7d5f2
12/9/2025,12/8/2025,12/9/2025,Ambika,Ambika,FWE-110,P19879-B21+CZ23150DDJ,,,iLO 5 v2.78,ProLiant XL220n Gen10,,,,,"840cc421-ec7a-4c27-8528-7c896749969e

GetSystemsData step is failing after 30 attempts, there is no response from iLO for this redfish query. ",,,,,,systems/1 request before update failing,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917 - slack
Booking Production"
12/9/2025,12/8/2025,12/9/2025,Ambika,Ambika,FWE-110,P19879-B21+CZ2313031H,,,iLO 5 v2.78,ProLiant XL220n Gen10,,,,,"0b7759b8-df2b-44e3-93d9-f961435f31d3

GetSystemsData step is failing after 30 attempts, there is no response from iLO for this redfish query. ",,,,,,systems/1 request before update failing,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917
Booking Production"
12/9/2025,12/8/2025,12/9/2025,Srinivas,Ambika,FWE-110,P19879-B21+CZ231604LF,,,iLO 5 v2.78,ProLiant XL220n Gen10,,,,,"d543f52a-342b-42bb-948f-bd8e8d39caad

failed to get systems data response after 30 retries

",,,,,,systems/1 request before update failing,,ccprodeuc1,"4ebf499c19bf11f0936c46c34cfa2917 - slack
Booking Production"
12/9/2025,12/8/2025,12/9/2025,Sharath,Ambika,FWE-102,P05172-B21+CZ225004L0,,SPP 2025.09.00.00 (30 Sep 2025),iLO 5 v3.13,ProLiant DL380 Gen10 Plus,800.6.1.0.37-0,No,"BMC, runtimeagent, UEFI"," Online HDD/SSD Flash Component for VMware ESXi - EG001800JWJNL >CP067553.zip > Killed
 FW for Server Platform Services (SPS) Firmware  for HPE Gen10 P > SPSGen10Plus_04.04.04.802.fwpkg > Killed
 HPE MegaRAID Storage Administrator StorCLI for VMware8.0 (For G > cp067756.zip > Killed
 HPE MR416i-p, MR216i-p, MR416i-a, MR216i-a Gen10 plus Controlle > cp067936.zip > Killed
 Integrated Smart Update Tools 6.3.0 for ESXi 8.0 and ESXi 9.0""]}, > cp068046.zip >  Killed","de1e2cc8-f3cd-4b57-b62e-deefdabb6e7f


 Firmware update failed for 5/13 components for device: P05172-B21+CZ225004L0 at step 60 ErrorCode:FWE-102 Failed Component List:['CP067553.zip', 'SPSGen10Plus_04.04.04.802.fwpkg', 'cp067756.zip', 'cp067936.zip', 'cp068046.zip']

AHS file: 'fd5e7cc6565911f0a56f22ae338f0710/P05172-B21+CZ225004L0/UNCURATED/2025-12-08_16-18-44_P05172-B21+CZ225004L0_FWUFailure.ahs

AHS analysis: Update failed due to time out

Informational,1120,130821,0x2A,Firmware Flash,0x04,DSE Firmware Upgrade Information, ,Engineering, ,12/08/2025 16:10:43,DSE : the bundle update process timed out : remaining time = 0
Informational,1120,130822,0x2A,Firmware Flash,0x04,DSE Firmware Upgrade Information, ,Engineering, ,12/08/2025 16:10:43,DSE : Killing Dse : reason : the bundle update process timed out
Informational,1120,130839,0x2A,Firmware Flash,0x04,DSE Firmware Upgrade Information, ,Engineering, ,12/08/2025 16:10:44,DSE : Deleting task U46_2.50_08_06_2025.fwpkg status = 3

12/10: Please populate if each of these components were picked up or not.  If yes, whether they got killed or exception.  If killed, whether reboot happened or not - Sharath.
Need further analysis

 Online HDD/SSD Flash Component for VMware ESXi - EG001800JWJNL >CP067553.zip > Killed
 FW for Server Platform Services (SPS) Firmware  for HPE Gen10 P > SPSGen10Plus_04.04.04.802.fwpkg > Killed
 HPE MegaRAID Storage Administrator StorCLI for VMware8.0 (For G > cp067756.zip > Killed
 HPE MR416i-p, MR216i-p, MR416i-a, MR216i-a Gen10 plus Controlle > cp067936.zip > Killed
 Integrated Smart Update Tools 6.3.0 for ESXi 8.0 and ESXi 9.0""]}, > cp068046.zip >  Killed

1/7: Map iSUT defect that existed in 6.1 (Reboot not happening)",Online,No retry,,,,,,ccprodeuc1,2e18cb0e992711f08ac406e6c883098d - slack
12/9/2025,12/8/2025,12/9/2025,Sharath,Ambika,FWE-102,872309-B21+CZ23210KC2,,SPP 2025.09.00.00 (30 Sep 2025),iLO 5 v3.10,ProLiant ML110 Gen10,4_1_0.,"Reset by BMC, install by UEFI",,"SPSGen10_04.01.05.201.fwpkg', from 4.1.5.2 to '04.01.05.201
'cp067895.exe from version 20.29.41 to 20.33.41","11f0cde0-59a2-4ff1-bc5a-97a48db171bc

Firmware update failed for 2/2 components
step 60 ErrorCode:FWE-102 Failed Component List:['SPSGen10_04.01.05.201.fwpkg', 'cp067895.exe']

AHS analysis: update failed due to time out

Informational,927,11091,0x2A,Firmware Flash,0x04,DSE Firmware Upgrade Information, ,Engineering, ,12/08/2025 23:00:32,DSE : the bundle update process timed out : remaining time = 0
Informational,927,11092,0x2A,Firmware Flash,0x04,DSE Firmware Upgrade Information, ,Engineering, ,12/08/2025 23:00:32,DSE : Killing Dse : reason : the bundle update process timed out

12/10: Try to reporduce it to collect VSP logs - Gauthaman",,No retry,,,,,,ccprodeuc1,"69c946babc2911ee9b4d0a74711b42eb - slack
Norauto International"
12/10/2025,12/9/2025,12/10/2025,Sowmya,,FWE-102,P05172-B21+2M222909VX,, SPP 2025.09.00.00 (30 Sep 2025,3.14 Jun 16 2025,ProLiant DL380 Gen10 Plus,6.3.0,COM4VC-V1.3.0,"BMC,PendingReset,UEFI",HPE_E810_CQDA2_4p80_PLDMoMCTP_80020543.fwpkg -> 4.71 to 4.81,"Job ID
fe44f9fe-b61e-4a03-83f7-ae4387973079

Failed component type - A,B, C, D
Type B

Also mention - Exception / Killed
Exception

Observations from Retry
     - Pre-retry observations
     - Post-retry observations
One install set instance and getbundlereport.
COM4VC installed, hence no retry

AHS Log observations
Informational,1361,4273,Firmware Flash,Firmware Upgrade Information, , ,12/09/2025 14:36:00,fum: Valid Target not found
Informational,1361,4280,PMCI Data,PMCI Error Msg,PMCI INFORM, ,12/09/2025 14:36:00,src/pmci_fwupdt.c(15033): PLDM FWUPDT DEV: slot 1, plt_inv 5, eid: 0x0A, subGUID: [8086-159280860002] fw ver: [4.71 (0x8002003C)], pend fw ver: [], rc: 0000

Informational,1361,4318,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 14:36:06,DSE : calling msg_BundleUpdateComponentInstallationFailed for InternalError : msgindex = 8 message = HPE_E810_CQDA2_4p80_PLDMoMCTP_80020543.fwpkg

If Type D - Static iSUT logs observations
      - Reset happened or not
OS and its version
OS: VMware ESXi-8.0.3 Build-24859861 Update 3 Patch 79

If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
COM observations
     - Job step name and number
     - Error code / message

Attached the AHS and server details to the existing defect : IRP-25548
12/8: Raise a new defect on Component and map it.
12/11: New defect raised and mapped : IRP-25788",Online,,IRP-25788,,,,,ccprodusw2,"9f3a396a589e11eebdfe02f594d8befe
DXC HCI"
12/10/2025,12/9/2025,12/10/2025,Sowmya,,FWE-102,P05172-B21+2M222909VZ,,SPP 2025.09.00.00 (30 Sep 2025),3.14 Jun 16 2025,ProLiant DL380 Gen10 Plus,6.3.0,COM4VC-V1.3.0,"BMC,PendingReset,UEFI",SPSGen10Plus_04.04.04.802.fwpkg -> FW for Server Platform Services (SPS) Firmware  for HPE Gen10 P ->4.4.4.702 to 04.04.04.802,"Job ID
282d6560-d4f9-4d2e-ab22-ba59fca7ab2e

Failed component type - A,B, C, D
Type C

Also mention - Exception / Killed
Killed

Observations from Retry
     - Pre-retry observations
     - Post-retry observations
AHS Log observations
Informational,1391,25801,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 05:32:44,DSE : Status of pending reset received = 1

Informational,1391,25802,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 05:32:44,DSE : calling msg_BundleUpdateResetPending : msgindex = 11

Informational,1391,25808,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 05:32:44,DSE : the bundle update process timed out : remaining time = 0

Informational,1391,25809,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 05:32:44,DSE : Killing Dse : reason : the bundle update process timed out

If Type D - Static iSUT logs observations
      - Reset happened or not
OS and its version
OS: VMware ESXi-8.0.3 Build-24859861 Update 3 Patch 79

If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
COM observations
     - Job step name and number
     - Error code / message
2025-12-09 05:35:05.738
Exception occurred while executing FirmwareUpdate.New job: 282d6560-d4f9-4d2e-ab22-ba59fca7ab2e for resource P05172-B21+2M222909VZ/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-102', 'message_args': ['1', '5', 'SPP 2025.09.00.00 (30 Sep 2025)', 'SPSGen10Plus_04.04.04.802.fwpkg']} Error:: JobErrorException : Firmware update failed for 1/5 components "",

Server Reset not triggered, hence UEFI component did not picked up for installation

12/8: Raise a defect on COM4VC
12/11: Raised and mapped",Online,,CCSE-114842,,,,,ccprodusw2,"9f3a396a589e11eebdfe02f594d8befe
DXC HCI"
12/10/2025,12/9/2025,12/10/2025,Sowmya,,FWE-102,P05172-B21+2M222908P3,,SPP 2025.09.00.00 (30 Sep 2025),3.14 Jun 16 2025,ProLiant DL380 Gen10 Plus,6.3.0,COM4VC-V1.3.0,,,"99a1e42e-0486-4e2d-81a6-b8fdc05b487b
Same as above",,,,,,,,ccprodusw2,"9f3a396a589e11eebdfe02f594d8befe
DXC HCI"
12/10/2025,12/9/2025,12/10/2025,Sowmya,,FWE-102,P53921-B21+CZ234005J2,,SPP 2025.09.00.00 (30 Sep 2025),1.71 Oct 08 2025,ProLiant DL385 Gen11,5.0.0,No,"BMC,SUT,ResetServer",cp067471.exe -> Intel FW for Windows Server x64 Editions ->1.3429.0 to 1.3815.0,"Job ID
768bd6dc-da68-40fb-a0e4-3c0638012d99

Failed component type - A,B, C, D
Type D

Also mention - Exception / Killed
Exception

Observations from Retry
     - Pre-retry observations
     - Post-retry observations
Both the retries the component went into exception
Intel i350 Driver for Windows Server 2022 update is completed

AHS Log observations
Critical,856,8618,PMCI Data,PMCI Error Msg,PMCI FATAL, ,12/09/2025 13:06:37,src/pmci.c(966): (OV DCi Error) [EID 83] [STATE: 133], retval: -47, iLO_internal_err: 20

Critical,856,8764,SUT,SUT Critical Event, , ,12/09/2025 13:07:29,cp067471.exe Installation Failed (18f6fd6f-a94c-4f34-9c14-c3aa969e63d2)

If Type D - Static iSUT logs observations
      - Reset happened or not

Checking dependency list...Done.\n\n\nThe software is not supported for ins
tallation on this system.\n \nHPE Intel e1r, ixn, ixt, ixs, i40ea, i40eb or icea Driver - x64 editio
n is required but is not currently installed and running. Please install or load driver and then ret
ry setup.\n\n \n\n\nInstallation will not continue.\nThe installation procedure did not complete suc
cessfully.  An error occurred during the setup process.\n\n\nThe operation was not successful

OS and its version
Microsoft Windows Server 2022 Datacenter-10.0.20348

If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
COM observations
     - Job step name and number
     - Error code / message
Humio logs,
2025-12-09 14:09:35.730 
Exception occurred while executing FirmwareUpdate.New job: 768bd6dc-da68-40fb-a0e4-3c0638012d99 for resource P53921-B21+CZ234005J2/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-102', 'message_args': ['1', '18', 'SPP 2025.09.00.00 (30 Sep 2025)', 'Intel FW for Windows Server x64 Editions']} Error:: JobErrorException : Firmware update failed for 1/18 components 

Existing issue closed:IRP-25704
from the SUM and AHS log,

""HPE Intel e1r, ixn, ixt, ixs, i40ea, i40eb or icea Driver - x64 edition is required but is not currently installed and running. Please install or load driver and then retry setup.""

this is HP Ethernet 1Gb 4-port 366FLR Adapter

customer might disable the NIC or unload the NIC windows driver to cause the exception. 

please check with customer to enabled the NIC and also load the windows driver prior to installed FW component .

Raised defect on olive to check on the driver dependancy failure: CCSE-114717",Online,,CCSE-114717,,,,,ccprodeuc1,"b2bb439804e711f0aff16a75fc18d41e
HybrIT Private Cloud Platform"
12/10/2025,12/10/2025,12/10/2025,Sowmya,,FWE-102,P53921-B21+CZ234005J1,,,,,,,,,"23fd6db8-5423-488a-9c2a-d4235bf41e4d
Same as above
",,,CCSE-114717,,,,,ccprodeuc1,"HybrIT Private Cloud Platform 
b2bb439804e711f0aff16a75fc18d41e - slack
"
12/10/2025,12/9/2025,12/10/2025,Sowmya,,FWE-102,P28948-B21+CZJ3030VKL,,SPP 2025.09.00.00 (30 Sep 2025),3.15 Aug 11 2025,ProLiant DL360 Gen10 Plus,6.2.0,No,"BMC,Resetserver,UEFI",SPSGen10Plus_04.04.04.802.fwpkg-> 4.4.4.603 to 04.04.04.802,"Job ID
06d17959-f5e9-42c6-9844-1e867219b7b2

Failed component type - A,B, C, D
Type D

Also mention - Exception / Killed
Killed

Observations from Retry
     - Pre-retry observations
     - Post-retry observations
Both the retries the component went into exception

AHS Log observations

If Type D - Static iSUT logs observations
      - Reset happened or not
Informational,1111,20865,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 13:52:48,DSE : cmd : ResetServer Updatable By : RuntimeAgent

Informational,1111,20866,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 13:52:48,DSE : cmd : ApplyUpdate filename : SPSGen10Plus_04.04.04.802.fwpkg Updatable By : Uefi

Informational,1111,32473,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 14:52:57,DSE : the bundle update process timed out : remaining time = 0

Informational,1111,32474,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 14:52:57,DSE : Killing Dse : reason : the bundle update process timed out

OS and its version
VMware ESXi-8.0.3 Build-24859861 Update 3 Patch 79

If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
COM observations
     - Job step name and number
     - Error code / message
2025-12-09 15:00:18.629 
 Exception occurred while executing FirmwareUpdate.New job: 06d17959-f5e9-42c6-9844-1e867219b7b2 for resource P28948-B21+CZJ3030VKL/compute-ops-mgmt/server. StateChangeReason: {'message_id': 'FWE-102', 'message_args': ['1', '6', 'SPP 2025.09.00.00 (30 Sep 2025)', 'FW for Server Platform Services (SPS) Firmware  for HPE Gen10 P']} Error:: JobErrorException : Firmware update failed for 1/6 components ""

12/8: Check iLO event logs whether component went to In-progress and then killed or not.
12/11: Installsetcreated successfully, but no task in progress for this component
12/11: Need further analysis - Naresh
1/7: Mapped the defect",Online,,CSFE-91532,,,,,ccprodeuc1,ab4563f8ff1c11ef910dc69f6148fd60/Centre Hospitalier Princesse Grace
12/10/2025,12/9/2025,12/10/2025,Sowmya,,FWE-102,P28948-B21+CZJ3030VKP,,SPP 2025.09.00.00 (30 Sep 2025),3.15 Aug 11 2025,ProLiant DL360 Gen10 Plus,6.2.0,No,,,"359e703f-e4fb-4ddf-a378-fed191b592ce
Same as above",Online,No retry,,,,,,ccprodeuc1,ab4563f8ff1c11ef910dc69f6148fd60/Centre Hospitalier Princesse Grace
12/10/2025,12/9/2025,12/10/2025,Prince,,FWE-102,P55250-B21+CZJ2350SJ5,,SPP 2025.09.00.00 (30 Sep 2025),iLO 5 v3.16,ProLiant DL325 Gen10 Plus v2,4.1.0,No,"BMC,SUT,ResetTask","HPE_E810_XXVDA4_FH_4p80_PLDMoMCTP_80020540.fwpkg -> ""Intel Firmware Package For E810-XXVDA4 Ethernet 10/25Gb 4-port -> 4.71  to 4.80

CP067472.zip -> Intel FW for VMware ->1.3755.0 to 1.3815.0","Job ID
13fc8cb0-c074-4e51-9b6a-427442048573

Failed component type - A,B, C, D
Type B and D

Also mention - Exception / Killed
Exception

Observations from Retry
     - Pre-retry observations
     - Post-retry observations
Both the retries component went into exception

AHS Log observations

If Type D - Static iSUT logs observations
      - Reset happened or not

OS and its version
OS: VMware ESXi-8.0.0 Build-21203435 Patch 20

If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
COM observations
     - Job step name and number
     - Error code / message

Humio logs,
[Step FirmwareUpdateGetBundleReport]:2559 STEP ERROR: Firmware update failed for 2/2 components for device: P55250-B21+CZJ2350SJ5 at step 60 ErrorCode:FWE-102 Failed Component List:['CP067472.zip', 'HPE_E810_XXVDA4_FH_4p80_PLDMoMCTP_80020540.fwpkg']

Same as #857 , existing issue with E810 - mapped
Sut logs request placed for intel component 
 Case 5393804090

12/10: Open a new defect on component for E810.  For Intel issue, verify if there is existing defect or not. If exists, map it.

12/10: defect for HPE_E810_XXVDA4_FH_4p80_PLDMoMCTP_80020540.fwpkg :forIRP-25786

12/12: Have sent mail for SUT logs",Online,No retry,IRP-25786,,,,,ccprodeuc1,"b0041694439211ec91d6c6add206a247
DreamCompany"
12/10/2025,12/9/2025,12/10/2025,Prince,,FWE-102,867959-B21+MXQ2120K8H,,2025.09.00.00 (30 Sep 2025),iLO 5 v3.16,ProLiant DL360 Gen10,6.0.0.0,,"Bmc, SUT, Uefi/SUT, UEFI, Bmc, Reset",HPE_SR_Gen10_7.81_A.fwpkg,"Job ID
22bb7145-373c-4ec1-b5e7-5db9abea6ce4

Failed component type - A,B, C, D
Also mention - Exception / Killed
Observations from Retry
     - Pre-retry observations
     - Post-retry observations
HPE_SR_Gen10_7.81_A.fwpkg got into exception in both attempts.

AHS Log observations
path: 701d5f1e5b3511ef813e427162987f8d/867959-B21+MXQ2120K8H/2025-12-09_06-19-36_867959-B21+MXQ2120K8H_FWUFailure.ahs

06:09:21,src/pmci_fwupdt.c(6778): [UA] Package validation failure in SmartParce, rc: x0110

 06:09:21,src/pmci_fwupdt.c(19826): [UA] STEP 1.2: FAILURE: pmci_fwupdt_step_digest_fum_req() 0x011E

Informational,1389,5379,Firmware Flash,Installation Queue Information, , ,12/09/2025 06:09:21,fum : Task_Idx:3 Status:4 Task_Name:Firmware Package  - HPE Smart Array P408i-p, P408e-p, P408i-a,  UpdatableBy:ilo

Informational,1389,5403,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 06:09:27,DSE : calling msg_BundleUpdateComponentInstallationFailed for InternalError : msgindex = 8 message = HPE_SR_Gen10_7.81_A.fwpkg

Informational,1389,5418,PCIe VDM Driver,PCIe MCTP Error Msg, , ,12/09/2025 06:09:31,src/dvrpcievdm_service.c(2232): [EID 60] [00:92] MCTP MSG: 00 8F 0A 00, No Response (Timeout)

Informational,1389,5532,Firmware Flash,DSE Firmware Upgrade Information, , ,12/09/2025 06:10:02,DSE : Removed Task in Exception taskQueue name: HPE_SR_Gen10_7.81_A.fwpkg, version: Firmware Package  - HPE Smart Array P408i-p, P408e-p, P408i-a,

If Type D - Static iSUT logs observations
      - Reset happened or not
OS and its version
If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
COM observations
     - Job step name and number
     - Error code / message
2025-12-09 06:10:17.153
[Step FirmwareUpdateGetBundleReport]:2557 STEP ERROR: Firmware update failed for 1/17 components for device: 867959-B21+MXQ2120K8H at step 60 ErrorCode:FWE-102 Failed Component List:['HPE_SR_Gen10_7.81_A.fwpkg']

Same as #995. Same customer Bank of Montreal PROD

12/10: Raise a new bug on component team - Ambika",Online,Yes,IRP-25796,,,,,ccprodusw2,"c80066ba5eee11ef952ebae7491c8c57
Bank of Montreal PROD"
12/10/2025,12/9/2025,12/10/2025,Prince,,FWE-102,P05172-B21+CZ23030592,,SPP 2025.09.00.00 (30 Sep 2025),"iLO 5 v3.14
iLO 5 v3.15",ProLiant DL380 Gen10 Plus,6.2.0.,,,"SPSGen10Plus_04.04.04.802.fwpkg

cp067638.exe->HPE Firmware Flash for QLogic Fibre Channel Host Bus Adapters","Job ID
0d38a2db-7f3c-4b83-bf12-9d5d4960e3ed

Failed component type - A,B, C, D
Also mention - Exception / Killed
Observations from Retry
     - Pre-retry observations
     - Post-retry observations
both SPSGen10Plus_04.04.04.802.fwpkg and HPE Firmware Flash for QLogic Fibre Channel Host Bus Adapters got killed in both attempts.

AHS Log observations
If Type D - Static iSUT logs observations
      - Reset happened or not
OS and its version
If device is PLDM, check if the Updatable flag is True.
Check known issue exists or not
COM observations
     - Job step name and number
     - Error code / message
2025-12-09 16:19:17.200
[Step FirmwareUpdateGetBundleReport]:2559 STEP ERROR: Firmware update failed for 2/6 components for device: P05172-B21+CZ23030592 at step 60 ErrorCode:FWE-102 Failed Component List:['SPSGen10Plus_04.04.04.802.fwpkg', 'cp067638.exe']

Same as #877. Defect exists. CSFE-90582

12/10: Check if reboot happened.  Share the sequence.

15:14:50,SUT is requesting system reboot in order to perform reset server task (1b4e28ba-2fa1-11d2-883f-0016d3cca427)

15:14:50,DSE :Task Name Server Reset Task 1129033377 Result message ID is empty from RuntimeAgent

15:14:52,274059: The update task ""Server Reset Task 1129033377"" has changed state to complete.

Thus server reboot has happened.

isntallset sequence:
     {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 10,
        'Filename': 'ilo5_315.fwpkg',
        'Name': 'FW for HPE Integrated Lights-Out 5',
        'UpdatableBy': [
          'Bmc'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 5,
        'Filename': 'U46_2.50_08_06_2025.fwpkg',
        'Name': 'ROM Flash Universal Firmware Package - HPE ProLiant DL360/DL380',
        'UpdatableBy': [
          'Bmc'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 6,
        'Filename': 'HPE_NS204i_Gen10p_Gen11_1.2.14.1022_A.fwpkg',
        'Name': 'Firmware Package - HPE Gen12 Boot Controller NS204i-u, HPE Gen1',
        'UpdatableBy': [
          'Bmc'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ResetServer',
        'ExecutionTimeoutMinutes': 0,
        'Name': 'Server Reset Task 639115462',
        'UpdatableBy': [
          'RuntimeAgent'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 4,
        'Filename': 'cp067638.exe',
        'Name': 'HPE Firmware Flash for QLogic Fibre Channel Host Bus Adapters -',
        'UpdatableBy': [
          'Uefi'
        ],
        'WaitTimeSeconds': 0
      },
      {
        'Command': 'ApplyUpdate',
        'ExecutionTimeoutMinutes': 5,
        'Filename': 'SPSGen10Plus_04.04.04.802.fwpkg',
        'Name': 'FW for Server Platform Services (SPS) Firmware  for HPE Gen10 P',
        'UpdatableBy': [
          'Uefi'
        ],
        'WaitTimeSeconds': 0
      }

12/11: Need further analysis.  If reboot happened and still the component is in failed state, raise a bug on component.
Trying to internally reproduce so that we can collect VSP logs.
12/12: Gauthaman - We tried to reproduce it on 2 servers with same configuration but it is not seen.

12/19: Map the SPS defect",Online,,,,,,,ccprodeuc1,ab4563f8ff1c11ef910dc69f6148fd60 - slack/Centre Hospitalier Princesse Grace
